datetime, aapl , cash , commission , total ,returns, equity_curve 
12/1/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
12/2/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
12/3/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
12/4/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
12/5/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
12/8/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
12/9/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
12/10/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
12/11/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
12/12/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
12/15/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
12/16/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
12/17/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
12/18/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
12/19/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
12/22/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
12/23/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
12/24/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
12/26/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
12/29/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
12/30/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
12/31/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
1/2/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
1/5/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
1/6/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
1/7/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
1/8/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
1/9/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
1/12/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
1/13/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
1/14/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
1/15/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
1/16/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
1/20/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
1/21/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
1/22/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
1/23/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
1/26/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
1/27/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
1/28/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
1/29/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
1/30/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
2/2/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
2/3/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
2/4/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
2/5/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
2/6/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
2/9/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
2/10/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
2/11/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
2/12/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
2/13/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
2/17/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
2/18/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
2/19/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
2/20/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
2/23/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
2/24/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
2/25/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
2/26/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
2/27/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
3/2/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
3/3/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
3/4/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
3/5/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
3/6/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
3/9/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
3/10/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
3/11/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
3/12/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
3/13/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
3/16/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
3/17/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
3/18/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
3/19/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
3/20/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
3/23/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
3/24/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
3/25/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
3/26/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
3/27/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
3/30/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
3/31/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
4/1/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
4/2/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
4/3/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
4/6/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
4/7/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
4/8/2009, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
4/9/2009," 1,534,618 "," 1,492,116 ", (152)," 3,026,734 ",1.4%, 3.03 
4/13/2009," 1,542,173 "," 1,492,116 ", (152)," 3,034,289 ",0.2%, 3.03 
4/14/2009," 1,517,619 "," 1,492,116 ", (152)," 3,009,735 ",-0.8%, 3.01 
4/15/2009," 1,509,119 "," 1,492,116 ", (152)," 3,001,236 ",-0.3%, 3.00 
4/16/2009," 1,558,227 "," 1,492,116 ", (152)," 3,050,343 ",1.6%, 3.05 
4/17/2009," 1,583,725 "," 1,492,116 ", (152)," 3,075,842 ",0.8%, 3.08 
4/20/2009," 1,545,950 "," 1,492,116 ", (152)," 3,038,066 ",-1.2%, 3.04 
4/21/2009," 1,562,005 "," 1,492,116 ", (152)," 3,054,121 ",0.5%, 3.05 
4/22/2009," 1,559,171 "," 1,492,116 ", (152)," 3,051,288 ",-0.1%, 3.05 
4/23/2009," 1,609,224 "," 1,492,116 ", (152)," 3,101,340 ",1.6%, 3.10 
4/24/2009," 1,589,392 "," 1,492,116 ", (152)," 3,081,508 ",-0.6%, 3.08 
4/27/2009," 1,600,724 "," 1,492,116 ", (152)," 3,092,840 ",0.4%, 3.09 
4/28/2009," 1,589,392 "," 1,492,116 ", (152)," 3,081,508 ",-0.4%, 3.08 
4/29/2009," 1,605,446 "," 1,492,116 ", (152)," 3,097,562 ",0.5%, 3.10 
4/30/2009," 1,614,890 "," 1,492,116 ", (152)," 3,107,006 ",0.3%, 3.11 
5/1/2009," 1,632,833 "," 1,492,116 ", (152)," 3,124,949 ",0.6%, 3.12 
5/4/2009," 1,694,218 "," 1,492,116 ", (152)," 3,186,334 ",2.0%, 3.19 
5/5/2009," 1,702,717 "," 1,492,116 ", (152)," 3,194,833 ",0.3%, 3.19 
5/6/2009," 1,699,884 "," 1,492,116 ", (152)," 3,192,000 ",-0.1%, 3.19 
5/7/2009," 1,656,443 "," 1,492,116 ", (152)," 3,148,559 ",-1.4%, 3.15 
5/8/2009," 1,657,387 "," 1,492,116 ", (152)," 3,149,503 ",0.0%, 3.15 
5/11/2009," 1,662,109 "," 1,492,116 ", (152)," 3,154,225 ",0.1%, 3.15 
5/12/2009," 1,596,002 "," 1,492,116 ", (152)," 3,088,119 ",-2.1%, 3.09 
5/13/2009," 1,533,673 "," 1,492,116 ", (152)," 3,025,789 ",-2.0%, 3.03 
5/14/2009," 1,578,059 "," 1,492,116 ", (152)," 3,070,175 ",1.5%, 3.07 
5/15/2009," 1,570,504 "," 1,492,116 ", (152)," 3,062,620 ",-0.2%, 3.06 
5/18/2009," 1,625,278 "," 1,492,116 ", (152)," 3,117,394 ",1.8%, 3.12 
5/19/2009," 1,635,666 "," 1,492,116 ", (152)," 3,127,782 ",0.3%, 3.13 
5/20/2009," 1,614,890 "," 1,492,116 ", (152)," 3,107,006 ",-0.7%, 3.11 
5/21/2009," 1,593,169 "," 1,492,116 ", (152)," 3,085,285 ",-0.7%, 3.09 
5/22/2009," 1,571,448 "," 1,492,116 ", (152)," 3,063,565 ",-0.7%, 3.06 
5/26/2009," 1,678,163 "," 1,492,116 ", (152)," 3,170,280 ",3.5%, 3.17 
5/27/2009," 1,707,439 "," 1,492,116 ", (152)," 3,199,555 ",0.9%, 3.20 
5/28/2009," 1,732,937 "," 1,492,116 ", (152)," 3,225,054 ",0.8%, 3.23 
5/29/2009," 1,742,381 "," 1,492,116 ", (152)," 3,234,497 ",0.3%, 3.23 
6/1/2009," 1,787,711 "," 1,492,116 ", (152)," 3,279,828 ",1.4%, 3.28 
6/2/2009," 1,789,600 "," 1,492,116 ", (152)," 3,281,716 ",0.1%, 3.28 
6/3/2009," 1,808,488 "," 1,492,116 ", (152)," 3,300,604 ",0.6%, 3.30 
6/4/2009," 1,844,374 "," 1,492,116 ", (152)," 3,336,490 ",1.1%, 3.34 
6/5/2009," 1,856,651 "," 1,492,116 ", (152)," 3,348,767 ",0.4%, 3.35 
6/8/2009," 1,845,319 "," 1,492,116 ", (152)," 3,337,435 ",-0.3%, 3.34 
6/9/2009," 1,831,153 "," 1,492,116 ", (152)," 3,323,269 ",-0.4%, 3.32 
6/10/2009," 1,799,988 "," 1,492,116 ", (152)," 3,292,105 ",-0.9%, 3.29 
6/11/2009," 1,795,266 "," 1,492,116 ", (152)," 3,287,383 ",-0.1%, 3.29 
6/12/2009," 1,757,491 "," 1,492,116 ", (152)," 3,249,608 ",-1.1%, 3.25 
6/15/2009," 1,746,159 "," 1,492,116 ", (152)," 3,238,275 ",-0.3%, 3.24 
6/16/2009," 1,749,936 "," 1,492,116 ", (152)," 3,242,052 ",0.1%, 3.24 
6/17/2009," 1,739,548 "," 1,492,116 ", (152)," 3,231,664 ",-0.3%, 3.23 
6/18/2009," 1,743,325 "," 1,492,116 ", (152)," 3,235,442 ",0.1%, 3.24 
6/19/2009," 1,789,600 "," 1,492,116 ", (152)," 3,281,716 ",1.4%, 3.28 
6/22/2009," 1,762,213 "," 1,492,116 ", (152)," 3,254,329 ",-0.8%, 3.25 
6/23/2009," 1,719,716 "," 1,492,116 ", (152)," 3,211,832 ",-1.3%, 3.21 
6/24/2009," 1,748,047 "," 1,492,116 ", (152)," 3,240,164 ",0.9%, 3.24 
6/25/2009," 1,794,322 "," 1,492,116 ", (152)," 3,286,438 ",1.4%, 3.29 
6/26/2009," 1,827,375 "," 1,492,116 ", (152)," 3,319,492 ",1.0%, 3.32 
6/29/2009," 1,821,709 "," 1,492,116 ", (152)," 3,313,825 ",-0.2%, 3.31 
6/30/2009," 1,827,375 "," 1,492,116 ", (152)," 3,319,492 ",0.2%, 3.32 
7/1/2009," 1,833,042 "," 1,492,116 ", (152)," 3,325,158 ",0.2%, 3.33 
7/2/2009," 1,796,211 "," 1,492,116 ", (152)," 3,288,327 ",-1.1%, 3.29 
7/6/2009," 1,778,268 "," 1,492,116 ", (152)," 3,270,384 ",-0.5%, 3.27 
7/7/2009," 1,737,659 "," 1,492,116 ", (152)," 3,229,776 ",-1.2%, 3.23 
7/8/2009," 1,760,324 "," 1,492,116 ", (152)," 3,252,441 ",0.7%, 3.25 
7/9/2009," 1,749,936 "," 1,492,116 ", (152)," 3,242,052 ",-0.3%, 3.24 
7/10/2009," 1,777,323 "," 1,492,116 ", (152)," 3,269,439 ",0.8%, 3.27 
7/13/2009," 1,826,431 "," 1,492,116 ", (152)," 3,318,547 ",1.5%, 3.32 
7/14/2009," 1,825,487 "," 1,492,116 ", (152)," 3,317,603 ",0.0%, 3.32 
7/15/2009," 1,884,982 "," 1,492,116 ", (152)," 3,377,099 ",1.8%, 3.38 
7/16/2009," 1,892,538 "," 1,492,116 ", (152)," 3,384,654 ",0.2%, 3.38 
7/17/2009," 1,947,312 "," 1,492,116 ", (152)," 3,439,428 ",1.6%, 3.44 
7/20/2009," 1,962,422 "," 1,492,116 ", (152)," 3,454,538 ",0.4%, 3.45 
7/21/2009," 1,944,478 "," 1,492,116 ", (152)," 3,436,595 ",-0.5%, 3.44 
7/22/2009," 2,011,529 "," 1,492,116 ", (152)," 3,503,646 ",2.0%, 3.50 
7/23/2009," 2,024,751 "," 1,492,116 ", (152)," 3,516,867 ",0.4%, 3.52 
7/24/2009," 2,053,082 "," 1,492,116 ", (152)," 3,545,198 ",0.8%, 3.55 
7/27/2009," 2,054,027 "," 1,492,116 ", (152)," 3,546,143 ",0.0%, 3.55 
7/28/2009," 2,053,082 "," 1,492,116 ", (152)," 3,545,198 ",0.0%, 3.55 
7/29/2009," 2,053,082 "," 1,492,116 ", (152)," 3,545,198 ",0.0%, 3.55 
7/30/2009," 2,088,969 "," 1,492,116 ", (152)," 3,581,085 ",1.0%, 3.58 
7/31/2009," 2,096,524 "," 1,492,116 ", (152)," 3,588,640 ",0.2%, 3.59 
8/3/2009," 2,135,243 "," 1,492,116 ", (152)," 3,627,360 ",1.1%, 3.63 
8/4/2009," 2,123,911 "," 1,492,116 ", (152)," 3,616,027 ",-0.3%, 3.62 
8/5/2009," 2,118,244 "," 1,492,116 ", (152)," 3,610,361 ",-0.2%, 3.61 
8/6/2009," 2,103,134 "," 1,492,116 ", (152)," 3,595,251 ",-0.4%, 3.60 
8/7/2009," 2,123,911 "," 1,492,116 ", (152)," 3,616,027 ",0.6%, 3.62 
8/10/2009," 2,113,522 "," 1,492,116 ", (152)," 3,605,639 ",-0.3%, 3.61 
8/11/2009," 2,088,969 "," 1,492,116 ", (152)," 3,581,085 ",-0.7%, 3.58 
8/12/2009," 2,121,077 "," 1,492,116 ", (152)," 3,613,194 ",0.9%, 3.61 
8/13/2009," 2,160,741 "," 1,492,116 ", (152)," 3,652,858 ",1.1%, 3.65 
8/14/2009," 2,139,965 "," 1,492,116 ", (152)," 3,632,081 ",-0.6%, 3.63 
8/17/2009," 2,047,416 "," 1,492,116 ", (152)," 3,539,532 ",-2.5%, 3.54 
8/18/2009," 2,104,079 "," 1,492,116 ", (152)," 3,596,195 ",1.6%, 3.60 
8/19/2009," 2,111,634 "," 1,492,116 ", (152)," 3,603,750 ",0.2%, 3.60 
8/20/2009," 2,134,299 "," 1,492,116 ", (152)," 3,626,415 ",0.6%, 3.63 
8/21/2009," 2,171,130 "," 1,492,116 ", (152)," 3,663,246 ",1.0%, 3.66 
8/24/2009," 2,169,241 "," 1,492,116 ", (152)," 3,661,357 ",-0.1%, 3.66 
8/25/2009," 2,173,963 "," 1,492,116 ", (152)," 3,666,079 ",0.1%, 3.67 
8/26/2009," 2,148,465 "," 1,492,116 ", (152)," 3,640,581 ",-0.7%, 3.64 
8/27/2009," 2,173,963 "," 1,492,116 ", (152)," 3,666,079 ",0.7%, 3.67 
8/28/2009," 2,181,518 "," 1,492,116 ", (152)," 3,673,634 ",0.2%, 3.67 
8/31/2009," 2,157,908 "," 1,492,116 ", (152)," 3,650,025 ",-0.6%, 3.65 
9/1/2009," 2,121,077 "," 1,492,116 ", (152)," 3,613,194 ",-1.0%, 3.61 
9/2/2009," 2,119,189 "," 1,492,116 ", (152)," 3,611,305 ",-0.1%, 3.61 
9/3/2009," 2,137,132 "," 1,492,116 ", (152)," 3,629,248 ",0.5%, 3.63 
9/4/2009," 2,185,295 "," 1,492,116 ", (152)," 3,677,412 ",1.3%, 3.68 
9/8/2009," 2,219,293 "," 1,492,116 ", (152)," 3,711,409 ",0.9%, 3.71 
9/9/2009," 2,195,684 "," 1,492,116 ", (152)," 3,687,800 ",-0.6%, 3.69 
9/10/2009," 2,214,571 "," 1,492,116 ", (152)," 3,706,687 ",0.5%, 3.71 
9/11/2009," 2,208,905 "," 1,492,116 ", (152)," 3,701,021 ",-0.2%, 3.70 
9/14/2009," 2,228,737 "," 1,492,116 ", (152)," 3,720,853 ",0.5%, 3.72 
9/15/2009," 2,247,624 "," 1,492,116 ", (152)," 3,739,741 ",0.5%, 3.74 
9/16/2009," 2,333,563 "," 1,492,116 ", (152)," 3,825,679 ",2.3%, 3.83 
9/17/2009," 2,367,561 "," 1,492,116 ", (152)," 3,859,677 ",0.9%, 3.86 
9/18/2009," 2,374,171 "," 1,492,116 ", (152)," 3,866,288 ",0.2%, 3.87 
9/21/2009," 2,360,950 "," 1,492,116 ", (152)," 3,853,066 ",-0.3%, 3.85 
9/22/2009," 2,367,561 "," 1,492,116 ", (152)," 3,859,677 ",0.2%, 3.86 
9/23/2009," 2,379,838 "," 1,492,116 ", (152)," 3,871,954 ",0.3%, 3.87 
9/24/2009," 2,359,061 "," 1,492,116 ", (152)," 3,851,178 ",-0.5%, 3.85 
9/25/2009," 2,340,174 "," 1,492,116 ", (152)," 3,832,290 ",-0.5%, 3.83 
9/28/2009," 2,388,337 "," 1,492,116 ", (152)," 3,880,453 ",1.3%, 3.88 
9/29/2009," 2,378,893 "," 1,492,116 ", (152)," 3,871,010 ",-0.2%, 3.87 
9/30/2009," 2,377,949 "," 1,492,116 ", (152)," 3,870,065 ",0.0%, 3.87 
10/1/2009," 2,320,342 "," 1,492,116 ", (152)," 3,812,458 ",-1.5%, 3.81 
10/2/2009," 2,372,283 "," 1,492,116 ", (152)," 3,864,399 ",1.4%, 3.86 
10/5/2009," 2,386,448 "," 1,492,116 ", (152)," 3,878,565 ",0.4%, 3.88 
10/6/2009," 2,438,389 "," 1,492,116 ", (152)," 3,930,505 ",1.3%, 3.93 
10/7/2009," 2,441,222 "," 1,492,116 ", (152)," 3,933,339 ",0.1%, 3.93 
10/8/2009," 2,428,945 "," 1,492,116 ", (152)," 3,921,062 ",-0.3%, 3.92 
10/9/2009," 2,444,055 "," 1,492,116 ", (152)," 3,936,172 ",0.4%, 3.94 
10/12/2009," 2,448,777 "," 1,492,116 ", (152)," 3,940,894 ",0.1%, 3.94 
10/13/2009," 2,438,389 "," 1,492,116 ", (152)," 3,930,505 ",-0.3%, 3.93 
10/14/2009," 2,454,444 "," 1,492,116 ", (152)," 3,946,560 ",0.4%, 3.95 
10/15/2009," 2,445,000 "," 1,492,116 ", (152)," 3,937,116 ",-0.2%, 3.94 
10/16/2009," 2,412,891 "," 1,492,116 ", (152)," 3,905,007 ",-0.8%, 3.91 
10/19/2009," 2,436,500 "," 1,492,116 ", (152)," 3,928,617 ",0.6%, 3.93 
10/20/2009," 2,550,770 "," 1,492,116 ", (152)," 4,042,887 ",2.9%, 4.04 
10/21/2009," 2,629,154 "," 1,492,116 ", (152)," 4,121,270 ",1.9%, 4.12 
10/22/2009," 2,632,931 "," 1,492,116 ", (152)," 4,125,048 ",0.1%, 4.13 
10/23/2009," 2,616,877 "," 1,492,116 ", (152)," 4,108,993 ",-0.4%, 4.11 
10/26/2009," 2,597,989 "," 1,492,116 ", (152)," 4,090,106 ",-0.5%, 4.09 
10/27/2009," 2,532,827 "," 1,492,116 ", (152)," 4,024,943 ",-1.6%, 4.02 
10/28/2009," 2,468,609 "," 1,492,116 ", (152)," 3,960,726 ",-1.6%, 3.96 
10/29/2009," 2,519,606 "," 1,492,116 ", (152)," 4,011,722 ",1.3%, 4.01 
10/30/2009," 2,418,557 "," 1,492,116 ", (152)," 3,910,674 ",-2.5%, 3.91 
11/2/2009," 2,428,945 "," 1,492,116 ", (152)," 3,921,062 ",0.3%, 3.92 
11/3/2009," 2,422,335 "," 1,492,116 ", (152)," 3,914,451 ",-0.2%, 3.91 
11/4/2009," 2,448,777 "," 1,492,116 ", (152)," 3,940,894 ",0.7%, 3.94 
11/5/2009," 2,489,386 "," 1,492,116 ", (152)," 3,981,502 ",1.0%, 3.98 
11/6/2009," 2,493,163 "," 1,492,116 ", (152)," 3,985,280 ",0.1%, 3.99 
11/9/2009," 2,584,768 "," 1,492,116 ", (152)," 4,076,884 ",2.3%, 4.08 
11/10/2009," 2,604,600 "," 1,492,116 ", (152)," 4,096,716 ",0.5%, 4.10 
11/11/2009," 2,608,378 "," 1,492,116 ", (152)," 4,100,494 ",0.1%, 4.10 
11/12/2009," 2,591,379 "," 1,492,116 ", (152)," 4,083,495 ",-0.4%, 4.08 
11/13/2009," 2,623,488 "," 1,492,116 ", (152)," 4,115,604 ",0.8%, 4.12 
11/16/2009," 2,650,875 "," 1,492,116 ", (152)," 4,142,991 ",0.7%, 4.14 
11/17/2009," 2,655,597 "," 1,492,116 ", (152)," 4,147,713 ",0.1%, 4.15 
11/18/2009," 2,642,375 "," 1,492,116 ", (152)," 4,134,492 ",-0.3%, 4.13 
11/19/2009," 2,572,491 "," 1,492,116 ", (152)," 4,064,607 ",-1.7%, 4.06 
11/20/2009," 2,564,936 "," 1,492,116 ", (152)," 4,057,052 ",-0.2%, 4.06 
11/23/2009," 2,641,431 "," 1,492,116 ", (152)," 4,133,547 ",1.9%, 4.13 
11/24/2009," 2,623,488 "," 1,492,116 ", (152)," 4,115,604 ",-0.4%, 4.12 
11/25/2009," 2,619,710 "," 1,492,116 ", (152)," 4,111,826 ",-0.1%, 4.11 
11/27/2009," 2,573,436 "," 1,492,116 ", (152)," 4,065,552 ",-1.1%, 4.07 
11/30/2009," 2,564,936 "," 1,492,116 ", (152)," 4,057,052 ",-0.2%, 4.06 
12/1/2009," 2,527,161 "," 1,492,116 ", (152)," 4,019,277 ",-0.9%, 4.02 
12/2/2009," 2,517,717 "," 1,492,116 ", (152)," 4,009,833 ",-0.2%, 4.01 
12/3/2009," 2,521,495 "," 1,492,116 ", (152)," 4,013,611 ",0.1%, 4.01 
12/4/2009," 2,480,886 "," 1,492,116 ", (152)," 3,973,003 ",-1.0%, 3.97 
12/7/2009," 2,424,223 "," 1,492,116 ", (152)," 3,916,340 ",-1.4%, 3.92 
12/8/2009," 2,436,500 "," 1,492,116 ", (152)," 3,928,617 ",0.3%, 3.93 
12/9/2009," 2,537,549 "," 1,492,116 ", (152)," 4,029,665 ",2.6%, 4.03 
12/10/2009," 2,520,550 "," 1,492,116 ", (152)," 4,012,667 ",-0.4%, 4.01 
12/11/2009," 2,497,885 "," 1,492,116 ", (152)," 3,990,001 ",-0.6%, 3.99 
12/14/2009," 2,527,161 "," 1,492,116 ", (152)," 4,019,277 ",0.7%, 4.02 
12/15/2009," 2,491,274 "," 1,492,116 ", (152)," 3,983,391 ",-0.9%, 3.98 
12/16/2009," 2,502,607 "," 1,492,116 ", (152)," 3,994,723 ",0.3%, 3.99 
12/17/2009," 2,461,999 "," 1,492,116 ", (152)," 3,954,115 ",-1.0%, 3.95 
12/18/2009," 2,507,329 "," 1,492,116 ", (152)," 3,999,445 ",1.1%, 4.00 
12/21/2009," 2,543,215 "," 1,492,116 ", (152)," 4,035,332 ",0.9%, 4.04 
12/22/2009," 2,570,602 "," 1,492,116 ", (152)," 4,062,719 ",0.7%, 4.06 
12/23/2009," 2,593,267 "," 1,492,116 ", (152)," 4,085,384 ",0.6%, 4.09 
12/24/2009," 2,682,039 "," 1,492,116 ", (152)," 4,174,156 ",2.2%, 4.17 
12/28/2009," 2,715,093 "," 1,492,116 ", (152)," 4,207,209 ",0.8%, 4.21 
12/29/2009," 2,682,984 "," 1,492,116 ", (152)," 4,175,100 ",-0.8%, 4.18 
12/30/2009," 2,716,037 "," 1,492,116 ", (152)," 4,208,153 ",0.8%, 4.21 
12/31/2009," 2,703,760 "," 1,492,116 ", (152)," 4,195,876 ",-0.3%, 4.20 
1/4/2010," 2,746,257 "," 1,492,116 ", (152)," 4,238,373 ",1.0%, 4.24 
1/5/2010," 2,750,979 "," 1,492,116 ", (152)," 4,243,095 ",0.1%, 4.24 
1/6/2010," 2,706,593 "," 1,492,116 ", (152)," 4,198,709 ",-1.0%, 4.20 
1/7/2010," 2,701,871 "," 1,492,116 ", (152)," 4,193,988 ",-0.1%, 4.19 
1/8/2010," 2,719,814 "," 1,492,116 ", (152)," 4,211,931 ",0.4%, 4.21 
1/11/2010," 2,696,205 "," 1,492,116 ", (152)," 4,188,321 ",-0.6%, 4.19 
1/12/2010," 2,665,040 "," 1,492,116 ", (152)," 4,157,157 ",-0.7%, 4.16 
1/13/2010," 2,702,816 "," 1,492,116 ", (152)," 4,194,932 ",0.9%, 4.19 
1/14/2010," 2,687,705 "," 1,492,116 ", (152)," 4,179,822 ",-0.4%, 4.18 
1/15/2010," 2,642,375 "," 1,492,116 ", (152)," 4,134,492 ",-1.1%, 4.13 
1/19/2010," 2,759,478 "," 1,492,116 ", (152)," 4,251,595 ",2.8%, 4.25 
1/20/2010," 2,716,981 "," 1,492,116 ", (152)," 4,209,098 ",-1.0%, 4.21 
1/21/2010," 2,669,762 "," 1,492,116 ", (152)," 4,161,879 ",-1.1%, 4.16 
1/22/2010," 2,537,549 "," 1,492,116 ", (152)," 4,029,665 ",-3.2%, 4.03 
1/25/2010," 2,605,544 "," 1,492,116 ", (152)," 4,097,661 ",1.7%, 4.10 
1/26/2010," 2,642,375 "," 1,492,116 ", (152)," 4,134,492 ",0.9%, 4.13 
1/27/2010," 2,666,929 "," 1,492,116 ", (152)," 4,159,045 ",0.6%, 4.16 
1/28/2010," 2,557,381 "," 1,492,116 ", (152)," 4,049,497 ",-2.6%, 4.05 
